State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage,date_updated
"North Carolina","2024-08-24","All Results","15.343374023454992","9.694130086056498","11.26944612496252","Very High",,"2025-12-11T08:29:03.022Z"
"North Carolina","2024-02-03","All Results","10.72871360588199","6.543903842857178","8.453929931749594","Very High",,"2025-12-11T08:29:03.022Z"
"North Dakota","2022-12-03","All Results","13.1336094419874","8.461830799741094","8.97892974621202","Very High",,"2025-12-11T08:29:03.022Z"
"North Dakota","2023-06-24","All Results","3.5200075598694434","1.125393504274204","1.3266318898215137","Moderate",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2023-03-18","All Results","5.988830980913606","4.162066913920439","2.9385768756583426","High",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-11-01","1 Year","1.3345333657905516","1.146591823021084","1.1612499733531814","Very Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-07-19","1 Year","3.135304920311567","2.0417560228414526","2.8020488461787645","Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-06-28","6 Months","3.6005832336845147","1.5532517785047784","2.411487623746234","Moderate",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-04-26","All Results","3.653969897723122","2.240837431518174","3.017905707904675","Moderate",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2022-10-01","All Results","7.783184033075009","3.5437472029949344","6.026810423136145","High",,"2025-12-11T08:29:03.022Z"
"Alabama","2024-11-30","All Results","1.9359526573502919","2.793497778134909","1.9359526573502919","Very Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2024-12-14","1 Year","1.3446583487892454","5.2886432668360275","4.844824364647256","Very Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2025-06-07","1 Year","4.467066532093583","1.615215579627301","2.5496360143622114","Moderate",,"2025-12-11T08:29:03.022Z"
"Alaska","2025-10-11","1 Year","1.3949683124304861","1.974502654932987","2.245043277101844","Very Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2024-12-07","All Results","12.57854166497366","5.757488493098828","5.733031253895541","Very High",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-03-08","1 Year","2.4024204307581","3.543313439222368","2.0912117967739228","Low",,"2025-12-11T08:29:03.022Z"
"California","2023-09-23","All Results","5.207675222063628","5.329685805993859","5.09265509758424","Moderate",,"2025-12-11T08:29:03.022Z"
"Colorado","2025-06-14","All Results","2.485051975602028","1.5440424452756494","2.262801289808928","Low",,"2025-12-11T08:29:03.022Z"
"Delaware","2022-07-30","All Results","5.307663829577329","9.195534837386699","8.88007213275245","High",,"2025-12-11T08:29:03.022Z"
"Delaware","2024-01-27","All Results","10.947737055009002","8.633557535977786","10.601177905085553","Very High",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-06-21","6 Months","1.217997011913598","1.6002657196816186","1.6636919450509937","Very Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2024-06-15","All Results","5.277356032182315","2.6225860719331697","2.933077273846406","Moderate",,"2025-12-11T08:29:03.022Z"
"Florida","2023-05-20","All Results","1.456421472445197","1.5552805095616709","1.46144299960328","Very Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-01-11","1 Year","4.296197051389739","7.386690941484273","5.6955311102964705","Moderate",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-10-25","1 Year","1.1184002850802626","1.2487061468048912","1.144496917243992","Very Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2023-02-25","All Results","10.132500261123273","5.337972384591993","4.021584193543019","Very High",,"2025-12-11T08:29:03.022Z"
"Guam","2025-06-21","All Results","4.240770291976503","1.6002657196816186","2.470856063253083","Moderate",,"2025-12-11T08:29:03.022Z"
"Guam","2025-05-03","All Results","2.705264444953308","2.0140624652171395","2.43452845543772","Low",,"2025-12-11T08:29:03.022Z"
"Guam","2025-10-18","1 Year","0.4687739173104726","1.5394613661882595","1.5268578308950533","Very Low",,"2025-12-11T08:29:03.022Z"
"Guam","2023-08-19","All Results","3.1329706540414857","4.924672315922807","4.4080842510011955","Low",,"2025-12-11T08:29:03.022Z"
"Guam","2023-12-02","All Results",,"7.454070796690752","7.086004847997406","No Data",,"2025-12-11T08:29:03.022Z"
"Hawaii","2025-09-06","6 Months","7.821034071550221","6.653633924781047","7.961651328255541","Very High",,"2025-12-11T08:29:03.022Z"
"Hawaii","2023-04-15","All Results","2.473353993341339","2.1246214818978784","2.4650287412675826","Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2024-11-02","All Results","2.703406628859275","2.837722573151088","2.703406628859275","Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2025-03-15","1 Year","3.530940843814289","4.004607300172638","1.9892232893663286","Moderate",,"2025-12-11T08:29:03.022Z"
"Idaho","2025-11-01","45 Days","1.1913957441305603","1.146591823021084","1.1612499733531814","Very Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2024-05-18","All Results","2.97477797565184","1.6425465860057469","2.9560620004701703","Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2025-09-20","All Results","3.821125089856729","4.891046873631572","4.525657523883538","Moderate",,"2025-12-11T08:29:03.022Z"
"Indiana","2025-04-05","All Results","1.6145130656837288","2.4433021419641454","2.349352670315215","Very Low",,"2025-12-11T08:29:03.022Z"
"Kentucky","2025-07-05","1 Year","3.1814965232519574","1.7333810455201903","2.0594092720546238","Low",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-05-24","1 Year","2.5547834117179153","1.4921365109433262","1.4870835395955047","Low",,"2025-12-11T08:29:03.022Z"
"Maine","2025-09-06","1 Year","4.697620136780156","6.653633924781047","5.345616521306553","Moderate",,"2025-12-11T08:29:03.022Z"
"Maryland","2025-11-15","1 Year","0.5723652221754727","1.4504711116819653","1.0","Very Low",,"2025-12-11T08:29:03.022Z"
"Maryland","2024-08-17","All Results","15.193844324208278","10.194643425008815","10.54931530037592","Very High",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2024-08-24","All Results","7.086949470525217","9.694130086056498","7.086949470525217","High",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2025-07-19","1 Year","1.4388904970755985","2.0417560228414526","1.6265610441440725","Very Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2023-10-28","All Results","2.5526075656325307","4.80998539024154","5.020025133477489","Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2023-12-30","All Results","26.81270420253591","13.4993924409652","17.650340062685615","Very High",,"2025-12-11T08:29:03.022Z"
"Minnesota","2025-07-05","1 Year","1.68067933034191","1.7333810455201903","1.4073528189857571","Very Low",,"2025-12-11T08:29:03.022Z"
"Missouri","2024-01-06","All Results","15.824197876245831","13.617203836464467","13.887086122495472","Very High",,"2025-12-11T08:29:03.022Z"
"Montana","2025-09-06","6 Months","4.910272039944873","6.653633924781047","7.961651328255541","Moderate",,"2025-12-11T08:29:03.022Z"
"Montana","2022-04-23","All Results","2.213347295905841","3.139403259235416","2.085204090825722","Low","Limited Coverage","2025-12-11T08:29:03.022Z"
"Nevada","2025-09-27","1 Year","4.087181266832259","3.239009038468878","3.3615756184940446","Moderate",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-08-30","6 Months","12.776215632282922","5.192498601661649","6.11126596570719","Very High",,"2025-12-11T08:29:03.022Z"
"Nevada","2023-12-02","All Results","12.378817448872073","7.454070796690752","7.086004847997406","Very High",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-06-14","All Results","2.0995493553006312","1.5440424452756494","2.262801289808928","Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-12-07","1 Year","4.956077636245869","5.757488493098828","5.781945732302116","Moderate",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-06-28","1 Year","1.0","1.5532517785047784","1.225083403599709","Very Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-05-11","All Results","1.8047517639955248","1.4179060573971412","1.6206891511914912","Very Low",,"2025-12-11T08:29:03.022Z"
"New Jersey","2025-07-12","6 Months","1.5976558372660838","1.715512509066809","1.5976558372660838","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-10-18","All Results","1.0","1.5394613661882595","1.7829243030588335","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-06-14","1 Year","1.0","1.5440424452756494","1.5997577155081621","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-11-22","1 Year","1.4670522691650045","1.6907320402749075","2.3272810582305827","Very Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2024-07-27","All Results","10.3335732183307","8.703906480090767","9.533953954370382","Very High",,"2025-12-11T08:29:03.022Z"
"North Carolina","2023-02-11","All Results","5.003127660084348","5.944848376822223","6.445476737612393","Moderate",,"2025-12-11T08:29:03.022Z"
"North Dakota","2022-12-24","All Results","12.56094745416326","10.258456753540136","11.012700289627146","Very High",,"2025-12-11T08:29:03.022Z"
"North Dakota","2022-11-05","All Results","7.183256951157767","4.278505718406915","6.320797037599235","High",,"2025-12-11T08:29:03.022Z"
"Ohio","2023-04-01","All Results","1.1132895503146754","3.262902114258652","3.342569020456125","Very Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-09-13","1 Year","3.280600393261457","6.3827771799192865","6.937196480647762","Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2022-03-05","All Results","3.737886686485565","1.3342281450412783","1.0982930340733428","Moderate",,"2025-12-11T08:29:03.022Z"
"Oregon","2023-09-02","All Results","9.656871336817163","6.706382274716674","5.714204536374934","Very High",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-12-06","6 Months","2.423530793874134","2.4036715610044417","1.0","Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-06-21","All Results","1.1150946651943054","1.6002657196816186","1.5368394943122432","Very Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2025-11-22","6 Months","0.7880320631687654","1.6907320402749075","2.3272810582305827","Very Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2024-10-12","All Results","4.670122459112836","3.0599572250579365","4.670122459112836","Moderate",,"2025-12-11T08:29:03.022Z"
"Alabama","2024-08-17","All Results","11.83173791922101","10.194643425008815","10.54931530037592","Very High",,"2025-12-11T08:29:03.022Z"
"Alabama","2024-09-07","All Results","8.799180500583361","8.565581908905443","8.11086676103315","Very High",,"2025-12-11T08:29:03.022Z"
"Arizona","2023-04-01","All Results","1.864411574604687","3.262902114258652","3.1832352080611783","Very Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2025-08-23","6 Months","6.549573891542715","4.960380989359457","6.288431584090182","High",,"2025-12-11T08:29:03.022Z"
"California","2022-09-17","All Results","3.5430720072495028","4.988450265800649","4.1141697709786325","Moderate",,"2025-12-11T08:29:03.022Z"
"California","2025-02-08","1 Year","2.7186342643889887","6.654152584212768","4.069671527526458","Low",,"2025-12-11T08:29:03.022Z"
"Colorado","2023-04-15","All Results","2.4036056536022796","2.1246214818978784","2.4650287412675826","Low",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-09-20","All Results","11.77410367342","4.891046873631572","6.122080838269499","Very High",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-05-31","1 Year","2.3582861988616566","1.4614868201021676","1.5451319556263687","Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2023-12-30","All Results","11.757999500600189","13.4993924409652","11.946531666907335","Very High",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2023-07-01","All Results","0.8080219471743254","1.6528192804597865","1.7297009914777262","Very Low",,"2025-12-11T08:29:03.022Z"
"Florida","2022-06-25","All Results","13.829704310343553","6.4119645367443","7.1190279475158045","Very High",,"2025-12-11T08:29:03.022Z"
"Florida","2025-01-18","All Results","3.2490935485538266","6.067038262510874","4.770741191854069","Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-03-15","All Results","5.760510620928678","4.004607300172638","5.760510620928678","High",,"2025-12-11T08:29:03.022Z"
"Guam","2025-08-16","6 Months","8.083214589608588","4.68262659988692","7.6811947890301475","Very High",,"2025-12-11T08:29:03.022Z"
"Guam","2024-07-13","All Results",,"6.392618842317239","10.450198537190133","No Data",,"2025-12-11T08:29:03.022Z"
"Idaho","2024-08-24","All Results","9.961719045620594","9.694130086056498","9.567212957039644","Very High",,"2025-12-11T08:29:03.022Z"
"Idaho","2023-09-16","All Results","5.280982511760853","5.896661803316102","4.8069848660526","Moderate",,"2025-12-11T08:29:03.022Z"
"Idaho","2023-10-21","All Results","4.862300362055175","4.759367489995657","5.257245599605021","Moderate",,"2025-12-11T08:29:03.022Z"
"Idaho","2023-06-24","All Results","1.1760523111599062","1.125393504274204","1.1760523111599062","Very Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2025-05-17","All Results","1.5520943714017812","1.6264769996410204","1.7223681244488425","Very Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2023-04-01","All Results","4.808741570909904","3.262902114258652","3.342569020456125","Moderate",,"2025-12-11T08:29:03.022Z"
"Indiana","2025-01-18","All Results","5.7336031905782665","6.067038262510874","7.363335333167679","High",,"2025-12-11T08:29:03.022Z"
"Kansas","2025-12-06","All Results","3.445264281404971","2.4036715610044417","3.18850209752599","Moderate",,"2025-12-11T08:29:03.022Z"
"Kansas","2025-06-28","All Results","1.8493337171110038","1.5532517785047784","1.28779984344111","Very Low",,"2025-12-11T08:29:03.022Z"
"Kentucky","2025-05-24","All Results","1.8857136434732618","1.4921365109433262","1.4870835395955047","Very Low",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-06-14","1 Year","2.1403885263029654","1.5440424452756494","1.4883271750431368","Low",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-03-22","All Results","6.29329682938514","2.5450695334455484","4.7149841668650785","High",,"2025-12-11T08:29:03.022Z"
"Maryland","2025-07-19","All Results","2.4628120302474983","2.0417560228414526","2.292691880199725","Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2023-03-11","All Results","1.527361724412405","3.7931814938686634","3.06460318605276","Very Low",,"2025-12-11T08:29:03.022Z"
"Minnesota","2025-06-21","All Results","1.1032738017085468","1.6002657196816186","1.0835050893679754","Very Low",,"2025-12-11T08:29:03.022Z"
"Montana","2022-06-18","All Results","10.924760339714053","5.61638305479238","10.256776030248034","Very High",,"2025-12-11T08:29:03.022Z"
"Nebraska","2025-11-08","All Results","2.4751802256351025","1.567831707929676","1.5114012205601648","Low",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-04-05","1 Year","4.814625187886785","2.4433021419641454","1.7804863272244182","Moderate",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-11-22","6 Months","0.7837552176394317","1.6907320402749075","1.206414989989902","Very Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-03-02","All Results","5.652212719373265","5.753713953751502","4.640613285703053","High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-01-13","All Results","8.492932464269781","10.076038474202292","8.492932464269781","Very High",,"2025-12-11T08:29:03.022Z"
"New Jersey","2024-10-26","All Results","1.3885862080718678","3.4402988230708145","3.8940933135255644","Very Low",,"2025-12-11T08:29:03.022Z"
"New Mexico","2023-07-15","All Results","1.5507533886813976","2.071249163988278","2.8542500041766217","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2024-10-26","All Results","1.0","3.4402988230708145","3.8940933135255644","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2022-03-05","All Results","2.6819215734036996","1.3342281450412783","0.9742648835352229","Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-10-18","All Results","1.2833593662820817","1.5394613661882595","1.2833593662820817","Very Low",,"2025-12-11T08:29:03.022Z"
"Ohio","2025-07-19","All Results","1.567695394533441","2.0417560228414526","1.7908201654831806","Very Low",,"2025-12-11T08:29:03.022Z"
"Ohio","2025-09-13","1 Year","4.472610644259957","6.3827771799192865","4.97690588187134","Moderate",,"2025-12-11T08:29:03.022Z"
"Ohio","2025-11-22","45 Days","2.7701058035110444","1.6907320402749075","2.175049090559913","Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-08-16","All Results","1.0","4.68262659988692","5.6217917332414356","Very Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2023-02-11","All Results","6.321188667596044","5.944848376822223","6.445476737612393","High",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-02-01","1 Year","3.663420301271336","6.295062700794311","5.373520289538081","Moderate",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-05-10","All Results","1.1401075327477335","1.7238284184718728","2.6328770779712602","Very Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-03-08","1 Year","1.9764719230600853","3.543313439222368","2.0912117967739228","Very Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-09-13","6 Months","6.025325526001167","6.3827771799192865","6.025325526001167","High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-01-11","1 Year","7.269298573496666","7.386690941484273","5.6955311102964705","High",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-09-27","All Results","2.591229087205686","3.239009038468878","3.3615756184940446","Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2024-12-07","All Results","8.56453239956479","5.757488493098828","3.1023543686612376","Very High",,"2025-12-11T08:29:03.022Z"
"California","2025-05-31","All Results","2.8122366341482747","1.4614868201021676","1.9532763354334624","Low",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-09-06","All Results","10.39797027115409","6.653633924781047","5.345616521306553","Very High",,"2025-12-11T08:29:03.022Z"
"Connecticut","2023-11-04","All Results","7.2318054425004945","4.96685942682661","4.723459482105689","High",,"2025-12-11T08:29:03.022Z"
"Delaware","2022-10-01","All Results","4.003158582078997","3.5437472029949344","3.271940056069468","Moderate",,"2025-12-11T08:29:03.022Z"
"Delaware","2024-12-07","All Results","4.036744283161688","5.757488493098828","3.1023543686612376","Moderate",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2022-07-30","All Results","6.940001890933347","9.195534837386699","8.88007213275245","High",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-04-12","1 Year","3.1234936187697637","2.2351301030832893","2.6769882931180664","Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2022-08-20","All Results","3.056684366417799","6.905248720494731","7.972613942915587","Low",,"2025-12-11T08:29:03.022Z"
"Florida","2023-06-03","All Results","1.7659360218284774","1.1257778408131598","1.3552635045131047","Very Low",,"2025-12-11T08:29:03.022Z"
"Florida","2024-05-18","All Results","2.2075816935902184","1.6425465860057469","1.538235865696512","Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-09-27","All Results","1.4140339631219607","3.239009038468878","2.7350172979018597","Very Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2023-12-16","All Results","7.884291575576181","9.488943036324633","7.961762514099949","Very High",,"2025-12-11T08:29:03.022Z"
"Guam","2023-10-07","All Results",,"4.913723977106316","5.019892207854733","No Data",,"2025-12-11T08:29:03.022Z"
"Hawaii","2023-05-27","All Results","1.3050405538577277","1.5091295561656506","1.4722448575738052","Very Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2023-09-23","All Results","4.918960677212257","5.329685805993859","5.09265509758424","Moderate",,"2025-12-11T08:29:03.022Z"
"Idaho","2022-05-07","All Results","1.431715042862237","4.460699899811297","3.886648351624894","Very Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2022-09-03","All Results","10.77842994159076","5.899080350980709","6.376316045078702","Very High",,"2025-12-11T08:29:03.022Z"
"Indiana","2023-05-27","All Results","1.2283194646668503","1.5091295561656506","1.8211813429135817","Very Low",,"2025-12-11T08:29:03.022Z"
"Indiana","2025-10-18","6 Months","2.6240555897945046","1.5394613661882595","1.5520649014814656","Low",,"2025-12-11T08:29:03.022Z"
"Kansas","2024-06-22","All Results","4.432820889889493","3.743052738429699","2.497547091116702","Moderate",,"2025-12-11T08:29:03.022Z"
"Kansas","2024-01-06","All Results","11.407017396018318","13.617203836464467","13.887086122495472","Very High",,"2025-12-11T08:29:03.022Z"
"Kansas","2024-07-27","All Results","8.872400221969007","8.703906480090767","6.1011174341315755","Very High",,"2025-12-11T08:29:03.022Z"
"Kentucky","2024-07-27","All Results","6.682898451049022","8.703906480090767","9.533953954370382","High",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-06-07","1 Year","3.4810438373822086","1.615215579627301","1.565031336255743","Moderate",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2025-12-06","1 Year","2.9781950876769523","2.4036715610044417","4.080944407811236","Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2025-07-05","All Results","1.5555812043779618","1.7333810455201903","1.390905474679133","Very Low",,"2025-12-11T08:29:03.022Z"
"Michigan","2022-01-22","All Results","28.84016334079068","18.3445960549537","13.462043030773481","Very High",,"2025-12-11T08:29:03.022Z"
"Mississippi","2025-05-03","All Results","1.8220449428989745","2.0140624652171395","2.107196838394196","Very Low",,"2025-12-11T08:29:03.022Z"
"Mississippi","2025-03-01","1 Year","4.7246879501236","4.123930419552647","5.2862872835616415","Moderate",,"2025-12-11T08:29:03.022Z"
"Mississippi","2025-02-01","1 Year","6.4834832970726834","6.295062700794311","5.373520289538081","High",,"2025-12-11T08:29:03.022Z"
"Missouri","2024-12-14","1 Year","6.4167697385219284","5.2886432668360275","5.732462169024798","High",,"2025-12-11T08:29:03.022Z"
"Missouri","2022-09-17","All Results","6.447647103367703","4.988450265800649","6.261076950559816","High",,"2025-12-11T08:29:03.022Z"
"Missouri","2024-04-20","All Results","3.328402814110632","1.7280996615422803","1.9683067740556472","Low",,"2025-12-11T08:29:03.022Z"
"Montana","2022-08-06","All Results","7.245865803640704","7.729382194745389","7.245865803640704","High",,"2025-12-11T08:29:03.022Z"
"Nevada","2023-01-07","All Results","2.898181832796803","7.381271529104262","5.705132260797765","Low",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-03-01","1 Year","2.4130893057267357","4.123930419552647","2.5019383718887687","Low",,"2025-12-11T08:29:03.022Z"
"Nevada","2022-07-16","All Results","11.894089570298199","9.833909554055126","11.053206562563492","Very High",,"2025-12-11T08:29:03.022Z"
"Nevada","2024-07-27","All Results","10.421789648507882","8.703906480090767","10.457090874975098","Very High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-05-03","All Results","1.6371868446983984","2.0140624652171395","1.9209280920400833","Very Low",,"2025-12-11T08:29:03.022Z"
"New Jersey","2022-05-28","All Results","7.362606656891759","7.81811915350313","7.482366543551296","High",,"2025-12-11T08:29:03.022Z"
"North Dakota","2024-08-31","All Results",,"9.235529759761183","8.67480746285367","No Data",,"2025-12-11T08:29:03.022Z"
"North Dakota","2025-07-19","1 Year",,"2.0417560228414526","1.7908201654831806","No Data",,"2025-12-11T08:29:03.022Z"
"Ohio","2024-03-16","All Results","2.0953127134536054","3.0470616732971165","3.4819641832246297","Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2022-07-23","All Results","12.862456486450608","10.080636236958096","11.770778648231758","Very High",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-12-06","All Results","2.423530793874134","2.4036715610044417","1.0","Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-11-15","All Results","2.072082499843529","1.4504711116819653","1.8486885733093776","Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2024-05-25","All Results","1.56735121535854","1.8512591149174928","2.173079958957707","Very Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2025-03-29","1 Year","2.7523312101126773","3.1637575002833866","2.7523312101126773","Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-08-02","1 Year","5.121593568208899","2.9242054217050693","3.3539772466760898","Moderate",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-06-07","1 Year","1.565031336255743","1.615215579627301","1.565031336255743","Very Low",,"2025-12-11T08:29:03.022Z"
"Alabama","2024-10-12","All Results","3.3620743365934214","3.0599572250579365","2.4516557253072495","Low",,"2025-12-11T08:29:03.022Z"
"Alabama","2024-04-27","All Results","1.8458537438815936","1.7199554721670591","1.7022917082381044","Very Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2025-11-08","6 Months","3.00902776019377","1.567831707929676","1.6242621952991871","Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2024-10-19","All Results","2.8316213107936563","3.2965299099855105","3.677544049615506","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-08-30","6 Months","5.799070875429966","5.192498601661649","6.11126596570719","High",,"2025-12-11T08:29:03.022Z"
"Arkansas","2023-07-15","All Results","1.9993404858674482","2.071249163988278","2.264959162441319","Very Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2025-05-24","All Results","0.6791313974785652","1.4921365109433262","1.4870835395955047","Very Low",,"2025-12-11T08:29:03.022Z"
"California","2024-08-03","All Results","15.628537137409825","9.84017555792604","12.565045433034195","Very High",,"2025-12-11T08:29:03.022Z"
"Colorado","2024-08-24","All Results","11.439238728520472","9.694130086056498","9.567212957039644","Very High",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-11-29","All Results","3.509188848278103","1.485298436964814","1.8310943480291317","Moderate",,"2025-12-11T08:29:03.022Z"
"Connecticut","2024-01-06","All Results","26.570863670215797","13.617203836464467","18.774196451894724","Very High",,"2025-12-11T08:29:03.022Z"
"Delaware","2025-09-13","All Results","6.763783707948903","6.3827771799192865","6.937196480647762","High",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2024-06-01","All Results","2.8340729257468733","1.9368984999951473","1.9440440064356865","Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-09-20","All Results","2.3977379055398234","4.891046873631572","4.761312519925744","Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-05-10","All Results","1.2957148563255925","1.7238284184718728","1.5768871117736927","Very Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2023-01-07","All Results","18.81758611205801","7.381271529104262","10.306574630590937","Very High",,"2025-12-11T08:29:03.022Z"
"Hawaii","2022-11-12","All Results","1.8651519325400279","4.284762404201096","5.00827420144624","Very Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2022-07-09","All Results","8.418261933088438","9.711892521052773","11.458221884540267","Very High",,"2025-12-11T08:29:03.022Z"
"Illinois","2024-03-16","All Results","4.017856651263315","3.0470616732971165","3.4819641832246297","Moderate",,"2025-12-11T08:29:03.022Z"
"Illinois","2023-06-03","All Results","3.0714102956163005","1.1257778408131598","1.1689626229037395","Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2025-06-07","1 Year","1.2311652555385768","1.615215579627301","1.2157177161193826","Very Low",,"2025-12-11T08:29:03.022Z"
"Iowa","2025-11-22","45 Days","1.6324801906152047","1.6907320402749075","2.175049090559913","Very Low",,"2025-12-11T08:29:03.022Z"
"Kansas","2023-09-02","All Results","8.916947600688825","6.706382274716674","7.618489775463038","Very High",,"2025-12-11T08:29:03.022Z"
"Kansas","2024-12-21","All Results","5.6892517468713635","6.5434453019675285","6.240872551225581","High",,"2025-12-11T08:29:03.022Z"
"Kansas","2025-06-14","All Results","1.4074703552429113","1.5440424452756494","1.064973962973496","Very Low",,"2025-12-11T08:29:03.022Z"
"Kansas","2023-03-25","All Results","4.639235264519414","4.100695325350356","4.679689756363517","Moderate",,"2025-12-11T08:29:03.022Z"
"Kansas","2024-01-13","All Results","8.475070845622938","10.076038474202292","11.557481946299783","Very High",,"2025-12-11T08:29:03.022Z"
"Kansas","2023-08-26","All Results","8.798325473388648","5.806433611169631","6.0496291086804215","Very High",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-11-22","1 Year","2.864607008395662","1.6907320402749075","1.000444809391822","Low",,"2025-12-11T08:29:03.022Z"
"Maryland","2025-08-16","6 Months","6.468601855420582","4.68262659988692","5.6217917332414356","High",,"2025-12-11T08:29:03.022Z"
