Week_Ending_Date,Data_Collection_Period,State/Territory,State/Territory_WVAL,WVAL_Category,Coverage,National_WVAL,Regional_WVAL,date_updated
"2025-10-18","6 Months","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-12-06","1 Year","Maryland","4.085704746834457","Low",,"3.1165447076921016","3.7998849279434084","2025-12-11T08:09:27.575Z"
"2025-03-22","All Results","Massachusetts","4.839549328128901","Low",,"3.7217366413958355","3.515759707301603","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","Massachusetts","10.704492751744858","Moderate",,"7.129394767706322","8.73323132428417","2025-12-11T08:09:27.575Z"
"2023-10-14","All Results","Minnesota","1.0","Very Low",,"1.3866011673308356","1.0","2025-12-11T08:09:27.575Z"
"2025-08-09","1 Year","Montana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-05-25","All Results","Nebraska","7.878278702464376","Moderate",,"1.3708703998888334","1.573641018502279","2025-12-11T08:09:27.575Z"
"2025-09-27","1 Year","Nevada","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","6 Months","New York","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","6 Months","New York","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","1 Year","New York","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-14","All Results","Ohio","1.0","Very Low",,"2.2528061690543764","2.2940016375336683","2025-12-11T08:09:27.575Z"
"2024-08-03","All Results","Oklahoma","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-04-20","All Results","Oklahoma","1.0","Very Low",,"2.0546091442228613","1.2367410599195776","2025-12-11T08:09:27.575Z"
"2025-06-28","6 Months","Oregon","0.24219531611896883","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-16","All Results","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","6 Months","Pennsylvania","1.0","Very Low",,"1.7305745870615572","1.647309432142541","2025-12-11T08:09:27.575Z"
"2025-03-22","All Results","Rhode Island","2.1839956938474696","Very Low",,"3.7217366413958355","3.515759707301603","2025-12-11T08:09:27.575Z"
"2025-10-11","1 Year","South Dakota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-23","All Results","Tennessee","1.7125220784871573","Very Low",,"3.333284667235409","2.1322496078436033","2025-12-11T08:09:27.575Z"
"2025-07-26","All Results","Texas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-14","All Results","Vermont","1.6744322950906068","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","6 Months","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-12-09","All Results","Alabama","4.177766680371805","Low",,"6.064355211927234","5.566312795032918","2025-12-11T08:09:27.575Z"
"2025-05-03","All Results","Arizona","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-21","All Results","Arizona","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","All Results","Arkansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-17","All Results","Colorado","1.0","Very Low",,"1.0","1.1120931992367837","2025-12-11T08:09:27.575Z"
"2025-07-12","1 Year","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","1 Year","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-29","All Results","Florida","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-12-23","All Results","Florida","9.01363689435116","Moderate",,"9.55500852959318","10.085097194780955","2025-12-11T08:09:27.575Z"
"2023-05-06","All Results","Florida","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-20","All Results","Idaho","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","All Results","Idaho","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-08","1 Year","Idaho","10.346997671281617","Moderate",,"18.869898987596738","15.187110294460183","2025-12-11T08:09:27.575Z"
"2024-11-23","All Results","Indiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","6 Months","Iowa","1.0","Very Low",,"1.7305745870615572","1.0","2025-12-11T08:09:27.575Z"
"2023-09-30","All Results","Kentucky","1.589200388359379","Very Low",,"1.0628012697548512","1.2851685236365142","2025-12-11T08:09:27.575Z"
"2024-04-27","All Results","Kentucky","1.0","Very Low",,"2.017771606867681","1.687173307821294","2025-12-11T08:09:27.575Z"
"2023-07-01","All Results","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","45 Days","Louisiana","1.1436933164412013","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","All Results","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-09","6 Months","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-12","1 Year","Maine","1.0","Very Low",,"1.2423980151562468","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","6 Months","Minnesota","1.7411972545898484","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","1 Year","Minnesota","4.461492202670643","Low",,"1.7305745870615572","1.0","2025-12-11T08:09:27.575Z"
"2025-04-12","All Results","Montana","4.593320783040682","Low",,"1.2423980151562468","1.5078142686516465","2025-12-11T08:09:27.575Z"
"2025-04-26","1 Year","Montana","5.407713831308538","Low",,"1.0","1.1684523299218723","2025-12-11T08:09:27.575Z"
"2024-11-02","All Results","Nevada","2.225201190397902","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","All Results","New Hampshire","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","1 Year","New Hampshire","11.98517060035341","High",,"10.648901270441513","11.309109178542935","2025-12-11T08:09:27.575Z"
"2025-03-15","All Results","North Carolina","4.310916514182358","Low",,"5.432361858469325","5.269788738552181","2025-12-11T08:09:27.575Z"
"2023-12-09","All Results","Oklahoma","1.0","Very Low",,"6.064355211927234","5.566312795032918","2025-12-11T08:09:27.575Z"
"2025-09-20","6 Months","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","6 Months","Tennessee","2.9165565805933973","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-25","1 Year","Texas","21.90868093692552","Very High",,"18.91112680048799","19.641435030257988","2025-12-11T08:09:27.575Z"
"2025-03-15","All Results","Utah","8.181925758918307","Moderate",,"5.432361858469325","3.853341630980716","2025-12-11T08:09:27.575Z"
"2025-11-15","45 Days","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-12-17","All Results","Alabama","6.569361159847247","Moderate",,"14.653267313295938","10.398363611504491","2025-12-11T08:09:27.575Z"
"2025-11-15","All Results","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-08","All Results","Arkansas","18.952419492596725","Very High",,"18.869898987596738","18.452374529144606","2025-12-11T08:09:27.575Z"
"2025-11-08","1 Year","California","1.3820184675381337","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-10-12","All Results","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-24","All Results","Connecticut","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-09","All Results","Delaware","2.373796255818438","Very Low",,"4.632118287045177","3.3460197596521004","2025-12-11T08:09:27.575Z"
"2023-01-21","All Results","Florida","4.383865713332275","Low",,"4.362330626351486","2.041391904985188","2025-12-11T08:09:27.575Z"
"2025-07-12","6 Months","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-22","1 Year","Georgia","11.815391046857366","High",,"13.938229007729623","9.73596420976957","2025-12-11T08:09:27.575Z"
"2025-05-31","All Results","Guam","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-18","1 Year","Guam","22.187110560756455","Very High",,"11.714083887625346","12.632175151271415","2025-12-11T08:09:27.575Z"
"2025-12-06","All Results","Idaho","3.190498809798385","Low",,"3.1165447076921016","2.6217676391117783","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","Kansas","5.226330982173949","Low",,"7.129394767706322","5.120046251931193","2025-12-11T08:09:27.575Z"
"2022-08-06","All Results","Kentucky","2.5808504121485996","Very Low",,"1.2000895927936233","1.4001791855872463","2025-12-11T08:09:27.575Z"
"2024-11-09","All Results","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-09-02","All Results","Kentucky",,"No Data",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-28","All Results","Maine","4.7862436095970455","Low",,"8.150383607740117","7.910176467368954","2025-12-11T08:09:27.575Z"
"2025-05-03","1 Year","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-24","All Results","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-04-13","All Results","Minnesota","3.783114065416935","Low",,"2.91607407675488","3.1582474410059502","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","Minnesota","9.098571906063256","Moderate",,"7.129394767706322","5.120046251931193","2025-12-11T08:09:27.575Z"
"2025-10-04","1 Year","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","All Results","Nebraska","51.450835887221416","Very High",,"10.648901270441513","7.238226487297023","2025-12-11T08:09:27.575Z"
"2024-05-11","All Results","Nebraska","7.793901518967179","Moderate",,"1.9344484073773114","2.3174236983820706","2025-12-11T08:09:27.575Z"
"2025-05-10","1 Year","Nebraska","5.0625394823209","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","All Results","Nevada","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-22","45 Days","New Hampshire","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-10-29","All Results","New Jersey","5.992213472052008","Low",,"3.6802924663056773","4.1904079075087495","2025-12-11T08:09:27.575Z"
"2025-09-06","6 Months","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","1 Year","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","All Results","New York","4.918581968841559","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-07","All Results","Ohio","1.0","Very Low",,"1.554927319672013","1.4481597772551837","2025-12-11T08:09:27.575Z"
"2025-08-30","All Results","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","6 Months","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-04","1 Year","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-03","1 Year","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-03-11","All Results","Oklahoma","1.0","Very Low",,"1.3427186201888786","1.2487774854967588","2025-12-11T08:09:27.575Z"
"2023-12-23","All Results","Oregon","3.0156174550688277","Low",,"9.55500852959318","14.130354486581105","2025-12-11T08:09:27.575Z"
"2025-04-19","All Results","South Carolina","1.0","Very Low",,"1.1543867907071528","1.0","2025-12-11T08:09:27.575Z"
"2025-06-07","1 Year","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-16","All Results","Utah","5.188768140678113","Low",,"3.1389819665341925","2.3546799218115853","2025-12-11T08:09:27.575Z"
"2025-08-09","1 Year","Utah","1.5885829740193937","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-27","All Results","Vermont","9.878349315095035","Moderate",,"7.137480096880067","8.634658983582039","2025-12-11T08:09:27.575Z"
"2025-12-06","45 Days","Vermont","4.8180435915727315","Low",,"3.1165447076921016","3.611321776272425","2025-12-11T08:09:27.575Z"
"2025-10-04","6 Months","Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-08","1 Year","Virginia","34.12430106350574","Very High",,"8.47318666824106","7.454264399598021","2025-12-11T08:09:27.575Z"
"2025-12-06","1 Year","Washington","1.0","Very Low",,"3.1165447076921016","2.6217676391117783","2025-12-11T08:09:27.575Z"
"2023-10-07","All Results","West Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-12","All Results","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-14","All Results","Alabama","6.72165805540127","Moderate",,"2.2528061690543764","2.2116107005750845","2025-12-11T08:09:27.575Z"
"2025-08-30","6 Months","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","1 Year","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-02","1 Year","Alaska","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","1 Year","California","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","45 Days","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-15","1 Year","Colorado","1.5065601432438949","Very Low",,"5.432361858469325","3.853341630980716","2025-12-11T08:09:27.575Z"
"2025-03-22","1 Year","Colorado","1.6305771860890088","Very Low",,"3.7217366413958355","3.2937845973868805","2025-12-11T08:09:27.575Z"
"2025-04-26","All Results","Connecticut","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-30","All Results","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-19","1 Year","District of Columbia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-07-22","All Results","Florida","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-12-06","45 Days","Guam","3.4918242533137014","Low",,"3.1165447076921016","2.6217676391117783","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","Hawaii","8.71702081198994","Moderate",,"7.129394767706322","7.1960773203069905","2025-12-11T08:09:27.575Z"
"2024-11-02","All Results","Illinois","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-15","All Results","Iowa","1.386406336985792","Very Low",,"1.193203168492896","1.386406336985792","2025-12-11T08:09:27.575Z"
"2022-06-18","All Results","Kentucky","2.3789774556639283","Very Low",,"2.3620252693163044","2.3789774556639283","2025-12-11T08:09:27.575Z"
"2025-08-16","6 Months","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-12","6 Months","Louisiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-26","1 Year","Louisiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","1 Year","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","All Results","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-02-18","All Results","Massachusetts","2.5345425299004325","Very Low",,"1.6822740252896287","1.6733565073037617","2025-12-11T08:09:27.575Z"
"2025-11-29","6 Months","Massachusetts","2.5541946344780446","Very Low",,"1.7305745870615572","1.647309432142541","2025-12-11T08:09:27.575Z"
"2025-01-18","1 Year","Massachusetts","19.73014044079885","Very High",,"11.714083887625346","10.795992623979277","2025-12-11T08:09:27.575Z"
"2024-08-03","All Results","Minnesota","1.1981255749916682","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","45 Days","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-12-23","All Results","Missouri",,"No Data",,"9.55500852959318","6.227101529447783","2025-12-11T08:09:27.575Z"
"2025-07-05","All Results","Montana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-08","All Results","Nebraska","7.793901518967179","Moderate",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","6 Months","Nebraska","4.164697788458796","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-22","All Results","Nevada","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","All Results","New Hampshire","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-22","1 Year","New Hampshire","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-18","1 Year","New Hampshire","10.169890128671202","Moderate",,"11.714083887625346","10.795992623979277","2025-12-11T08:09:27.575Z"
"2025-10-04","6 Months","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","1 Year","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-12-30","All Results","North Carolina","13.621752213910428","High",,"13.666665324549044","14.542421299412975","2025-12-11T08:09:27.575Z"
"2025-09-13","All Results","North Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-01-15","All Results","Oregon","1.1400113903919222","Very Low",,"1.0700056951959611","1.1400113903919222","2025-12-11T08:09:27.575Z"
"2024-09-07","All Results","Oregon","1.389608809857083","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-12-06","6 Months","Oregon","1.0457457468133549","Very Low",,"3.1165447076921016","2.6217676391117783","2025-12-11T08:09:27.575Z"
"2025-11-01","All Results","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-31","All Results","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-12-06","All Results","Pennsylvania","1.8209001577435","Very Low",,"3.1165447076921016","3.611321776272425","2025-12-11T08:09:27.575Z"
"2025-11-01","6 Months","Rhode Island","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-12-06","45 Days","South Carolina","1.0","Very Low",,"3.1165447076921016","3.7998849279434084","2025-12-11T08:09:27.575Z"
"2025-04-19","All Results","Tennessee","1.0","Very Low",,"1.1543867907071528","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","1 Year","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-28","All Results","Texas","8.972469977891766","Moderate",,"8.150383607740117","8.39059074811128","2025-12-11T08:09:27.575Z"
"2025-04-26","All Results","Texas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","1 Year","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-12","All Results","Virginia","1.0","Very Low",,"1.2423980151562468","1.0","2025-12-11T08:09:27.575Z"
"2025-08-02","6 Months","Washington","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-14","All Results","West Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-11-11","All Results","Alabama","1.9845554036790076","Very Low",,"2.0191516089227384","2.2802110895407597","2025-12-11T08:09:27.575Z"
"2025-08-16","6 Months","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-23","All Results","California","2.2564710003368247","Very Low",,"3.333284667235409","2.541309427578649","2025-12-11T08:09:27.575Z"
"2025-09-20","All Results","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-19","All Results","Delaware","1.0","Very Low",,"1.1543867907071528","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","6 Months","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","45 Days","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-02-17","All Results","District of Columbia","12.252155654921339","High",,"6.4930535268181195","4.731258997581682","2025-12-11T08:09:27.575Z"
"2025-08-02","6 Months","District of Columbia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-09-07","All Results","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","All Results","Guam","1.6012429688267003","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-02","All Results","Hawaii","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-26","1 Year","Hawaii","1.4112226727443957","Very Low",,"1.0","1.1684523299218723","2025-12-11T08:09:27.575Z"
"2024-12-28","All Results","Idaho","14.897873268232743","High",,"8.150383607740117","15.098944555169851","2025-12-11T08:09:27.575Z"
"2025-05-24","All Results","Idaho","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","6 Months","Idaho","1.8175134660715586","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-11-26","All Results","Illinois","17.268694821555624","High",,"12.198450054292769","11.94575402224648","2025-12-11T08:09:27.575Z"
"2025-02-22","All Results","Illinois","7.324244508834884","Moderate",,"13.938229007729623","16.37310452744174","2025-12-11T08:09:27.575Z"
"2025-01-25","1 Year","Illinois","21.332849942805325","Very High",,"18.91112680048799","18.180818570717992","2025-12-11T08:09:27.575Z"
"2025-06-14","1 Year","Indiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-27","All Results","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-17","All Results","Iowa","1.1882999051543104","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-02-17","All Results","Iowa","8.240108523928583","Moderate",,"6.4930535268181195","8.254848056054557","2025-12-11T08:09:27.575Z"
"2025-11-15","All Results","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-07-22","All Results","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-19","6 Months","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","1 Year","Louisiana","1.2418300805133669","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-05-25","All Results","Massachusetts","2.0605473209806293","Very Low",,"1.3708703998888334","1.1680997812753877","2025-12-11T08:09:27.575Z"
"2025-03-29","All Results","New Hampshire","1.9527993538713089","Very Low",,"1.9588761788141453","2.8825056182316855","2025-12-11T08:09:27.575Z"
"2025-11-29","6 Months","New Hampshire","1.3586779776365216","Very Low",,"1.7305745870615572","1.647309432142541","2025-12-11T08:09:27.575Z"
"2022-11-12","All Results","New Jersey","8.66462715223136","Moderate",,"6.968782397002327","6.847099742073858","2025-12-11T08:09:27.575Z"
"2025-03-01","All Results","New Mexico","11.498194254356704","High",,"10.252250312793773","9.769409881428347","2025-12-11T08:09:27.575Z"
"2025-10-04","All Results","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-20","6 Months","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-18","6 Months","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-02-25","All Results","Oklahoma","1.0","Very Low",,"1.5221541130511649","1.2866438240623104","2025-12-11T08:09:27.575Z"
"2025-05-31","All Results","Oregon","0.20726591612697937","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-11-25","All Results","Oregon","2.9893455895455467","Low",,"2.978125220926851","2.9893455895455467","2025-12-11T08:09:27.575Z"
"2024-12-07","All Results","Oregon","8.941463616443563","Moderate",,"1.554927319672013","6.743338154487036","2025-12-11T08:09:27.575Z"
"2025-08-30","1 Year","Oregon","0.18432653897707302","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-07-27","All Results","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","45 Days","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-21","All Results","Tennessee","8.422144477322632","Moderate",,"4.32802195626957","4.443872292253337","2025-12-11T08:09:27.575Z"
"2024-03-30","All Results","Texas","4.402816436071207","Low",,"3.3935302103988225","2.0022625831933185","2025-12-11T08:09:27.575Z"
"2025-11-15","1 Year","Texas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-24","All Results","Utah","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-27","All Results","Utah","9.870228379657028","Moderate",,"7.137480096880067","7.082062765084424","2025-12-11T08:09:27.575Z"
"2023-03-04","All Results","Utah","2.589831945861638","Very Low",,"1.3050626277837973","1.451224880844292","2025-12-11T08:09:27.575Z"
"2023-03-11","All Results","Utah","2.3678310527018978","Very Low",,"1.3427186201888786","1.246557891153507","2025-12-11T08:09:27.575Z"
"2025-08-09","All Results","Utah","1.5885829740193937","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","45 Days","Utah","5.196507015860828","Low",,"1.7305745870615572","1.9651741248458208","2025-12-11T08:09:27.575Z"
"2025-02-01","All Results","Vermont","32.078222121340715","Very High",,"17.918784602336146","19.951032596955585","2025-12-11T08:09:27.575Z"
"2024-03-09","All Results","Virginia","1.0","Very Low",,"4.632118287045177","3.3460197596521004","2025-12-11T08:09:27.575Z"
"2025-10-18","1 Year","Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-17","All Results","Washington","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-15","All Results","Washington","4.7514332528785985","Low",,"5.432361858469325","3.853341630980716","2025-12-11T08:09:27.575Z"
"2025-11-01","45 Days","Arizona","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","1 Year","Arkansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","All Results","California","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-24","All Results","California","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","All Results","California","16.556310345260048","High",,"10.648901270441513","17.559422378572847","2025-12-11T08:09:27.575Z"
"2025-01-25","1 Year","California","17.70801390257548","Very High",,"18.91112680048799","15.44043776905948","2025-12-11T08:09:27.575Z"
"2024-03-09","All Results","Colorado","2.8596573801075524","Low",,"4.632118287045177","2.96305676337207","2025-12-11T08:09:27.575Z"
"2025-12-06","45 Days","Colorado","3.7868598510983986","Low",,"3.1165447076921016","2.6217676391117783","2025-12-11T08:09:27.575Z"
"2025-02-01","All Results","Delaware","34.827108206154044","Very High",,"17.918784602336146","15.761659794390514","2025-12-11T08:09:27.575Z"
"2025-07-19","1 Year","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","6 Months","Florida","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-11-19","All Results","Georgia","9.043171635597728","Moderate",,"8.066354785156424","9.043171635597728","2025-12-11T08:09:27.575Z"
